23377	4242	0.476	1523296243				
31262	4273	-0.563	1523416103				
31983	1057	0.899	1523473066				
18371	3122	-0.128	1522881055				
37678	3027	0.035	1522630390				
15231	3861	-0.945	1522885527				
48943	2794	0.424	1523530534				
43925	3188	-0.901	1523402276				
25865	4102	-0.755	1522625072				
48052	1324	0.830	1522855163				
42528	1496	-0.393	1523038673				
18720	3615	0.820	1523349746				
26034	2315	-0.952	1523673807				
19334	3231	0.169	1523308252				
43821	2140	-0.271	1522685173				
38704	2172	0.884	1523695565				
24315	2483	-0.748	1522787317				
48111	4392	-0.161	1523396701				
29811	1017	0.685	1523503922				
44443	1294	-0.572	1523509136				
34915	3888	0.065	1523363340				
38534	3971	-0.661	1523089683				
38534	4989	0.680	1523090130				
21759	4483	-0.614	1523354676				
25612	1833	0.139	1523712054				
18369	1212	-0.080	1522660004				
14235	3210	-0.805	1522680725				
15054	2614	0.110	1522755726				
16321	3060	-0.715	1523026465				
45328	4622	0.239	1522765102				
19940	4190	-0.104	1522952384				
33551	4336	0.596	1523401976				
44940	4447	-0.052	1522832397				
48992	2373	0.929	1522588956				
14957	2691	-0.538	1523329507				
28482	1423	-0.937	1522747745				
34396	4054	0.622	1522874951				
17729	1739	-0.987	1522954916				
23668	1011	0.008	1523191358				
45730	3006	-0.432	1523040941				
48268	2625	0.754	1522782123				
18841	3300	-0.772	1522559908				
20230	3766	0.258	1523510583				
49300	4095	-0.409	1522904921				
18771	4029	-0.952	1522933723				
31161	2428	0.086	1523203476				
27936	4519	-0.906	1523132122				
11404	1991	0.249	1523634950				
22041	1604	-0.862	1523254317				
33536	1200	0.319	1523392705				
27560	4417	-0.712	1523376753				
26846	4873	0.650	1523354702				
20230	4676	-0.824	1523027172				
28358	4897	-0.287	1523318891				
34229	3215	0.991	1523139368				
40430	4629	-0.951	1522687713				
37090	4737	0.250	1523647330				
47979	1847	-0.557	1522574202				
11338	4944	0.568	1523237081				
48937	3181	-0.635	1523683130				
20329	4634	0.950	1523672454				
16292	4654	-0.694	1523549500				
19552	1860	-0.467	1523373636				
10927	1379	0.736	1522861264				
36849	2297	-0.755	1523465781				
40902	1296	0.996	1523208081				
36592	4395	-0.940	1523631394				
20230	1747	0.373	1523675188				
49160	1975	-0.948	1523537169				
36936	3103	0.843	1523570166				
24136	3292	-0.695	1523041416				
43577	1521	-0.701	1523553814				
12397	3201	0.223	1522547018				
35643	1375	-0.234	1522976823				
43957	3384	0.379	1522962689				
27276	2073	-0.576	1523557018				
19401	3469	0.610	1523255626				
25121	4640	-0.823	1523311397				
26691	3225	0.365	1522831268				
20230	2434	-0.710	1523376557				
46796	1426	-0.153	1522839780				
13454	4255	0.632	1523183649				
23647	1501	-0.323	1523680840				
38534	3961	0.925	1522543048				
22808	2039	-0.858	1522902644				
41949	3197	0.391	1523439768				
36930	3692	-0.799	1523590686				
42178	1918	0.057	1522935200				
21752	4307	-0.133	1523208145				
33599	2985	-0.165	1522839818				
14437	3234	0.485	1523135570				
34631	4448	-0.355	1522692571				
25121	4404	0.592	1523343721				
25121	2049	-0.155	1522841140				
34283	3387	0.988	1523696074				
25121	4188	-0.201	1523572111				
49955	3359	0.439	1522541069				
34273	3386	-0.914	1523199123				
19779	4095	-0.821	1523675396				
45145	3737	0.644	1522672025				
38107	2322	-0.190	1523037400				
37655	1900	0.499	1523153087				
32187	1316	-0.831	1522755741				
25887	4890	0.541	1522734016				
11318	3850	-0.773	1523045881				
38615	4329	0.149	1522897802				
28238	2226	-0.031	1523149386				
22721	3251	-0.892	1523657939				
10032	2421	0.434	1522656245				
37553	2914	-0.245	1523344916				
25121	2028	0.384	1522966451				
25121	2766	-0.787	1522913189				
12968	1328	0.306	1522923439				
24365	2976	-0.147	1523587237				
29937	2482	0.551	1523518345				
22609	1466	-0.056	1522784366				
47130	2167	-0.724	1522830578				
31261	4852	0.257	1523199730				
20230	3530	-0.391	1523557045				
47713	4847	0.600	1523063599				
37508	4793	-0.361	1523020089				
18173	4872	0.274	1523111740				
12486	1906	-0.289	1523145728				
32474	1638	0.729	1522831167				
39993	4118	-0.166	1523605404				
25121	3725	-0.608	1523434346				
21489	1614	0.494	1523661477				
39483	3087	-0.249	1523664350				
28179	3004	0.060	1523682691				
10210	3461	-0.866	1523517656				
37816	4835	0.688	1522682467				
30971	3378	-0.415	1523173189				
39106	4196	0.135	1523091825				
11743	3708	-0.688	1523104136				
33439	4490	-0.476	1523245945				
45394	3234	0.507	1522600167				
14756	4504	-0.351	1523588157				
26260	1590	0.559	1523599373				
14232	2645	-0.643	1523451709				
10051	1937	0.403	1523442214				
43332	4095	-0.387	1523104912				
12361	3613	0.682	1522726619				
12059	2913	-0.731	1523142221				
26116	3829	-0.586	1523409952				
16226	1849	0.087	1522669337				
45228	3831	-0.292	1522672568				
36866	1884	0.381	1523659264				
28132	3850	-0.640	1522626452				
26091	1022	0.675	1523108846				
35736	3413	-0.858	1523253718				
16357	2351	0.075	1523352923				
45102	2264	-0.951	1523555946				
11544	3450	-0.090	1522938015				
47586	1300	0.305	1523113916				
46955	2431	-0.952	1523036639				
34756	4936	0.811	1523463760				
29103	3831	-0.858	1523474853				
21997	1995	0.796	1522639182				
34263	4796	-0.462	1522611361				
16758	4839	0.708	1522686499				
28308	1016	-0.068	1523248657				
39934	1123	-0.868	1522996254				
46585	4202	0.582	1523201787				
40804	2700	-0.947	1522843691				
44229	2726	0.586	1523545335				
15460	4774	-0.021	1522566105				
47525	4796	0.182	1523162991				
11722	4383	-0.110	1522707239				
10270	1613	0.382	1522810212				
48579	2214	-0.989	1523123165				
37721	3541	-0.255	1523286952				
26675	1932	0.943	1522692236				
33505	3608	-0.493	1523490409				
22188	2458	0.006	1523406651				
42826	3575	-0.882	1523463864				
34616	1175	0.381	1523232316				
39748	4127	-0.170	1523024400				
25974	2826	0.025	1523376297				
37178	3576	-0.866	1523696662				
14688	1490	-0.504	1522730972				
12061	3938	0.756	1522875070				
24927	1294	-0.241	1522648406				
34235	2431	0.027	1523047300				
41222	4095	-0.256	1522718683				
31529	1630	0.034	1523328737				
25927	2213	-0.447	1523227037				
31559	3414	0.938	1523368516				
44959	3716	-0.902	1522744185				
17064	1010	-0.330	1522642559				
35774	1389	0.855	1522964762				
19259	3253	-0.330	1523251848				
14566	2385	0.422	1522868413				
47388	4137	-0.093	1523528224				
38890	2873	0.600	1522742561				
19914	3104	-0.574	1522922539				
47689	1324	0.502	1523430004				
23837	4102	-0.544	1523287577				
10654	1338	-0.049	1523596467				
27252	4754	0.849	1523709017				
39159	1187	-0.164	1523044315				
12857	4525	0.300	1523051749				
11951	2035	-0.254	1523333949				
26935	4862	0.439	1522649113				
22543	1920	-0.543	1523222311				
33113	4622	0.664	1522593060				
43520	2821	-0.385	1523638629				
31877	4726	-0.170	1523103921				
43200	3916	0.189	1523541099				
11179	4296	-0.551	1523365004				
41662	3404	0.795	1523117514				
15675	2047	-0.164	1523697278				
32043	4844	0.156	1523137778				
46355	2431	-0.692	1523498520				
11266	3915	0.977	1523160831				
44729	3829	-0.901	1523211107				
31715	3699	-0.843	1523386929				
41596	4385	0.758	1522541151				
48723	2431	-0.945	1523380190				
32296	4922	0.962	1523177803				
44190	4466	-0.890	1523603186				
15620	2757	0.205	1522579157				
36818	3015	-0.502	1522735696				
40326	2998	0.815	1523284241				
13053	2431	-0.777	1522905782				
26645	4054	-0.164	1523285030				
29606	4095	0.702	1522604331				
20464	4657	-0.892	1523399996				
10166	3619	0.248	1523069125				
28297	1566	-0.774	1523056533				
34153	1149	0.796	1522702844				
22916	4100	-0.138	1522648078				
49041	3278	0.388	1523573369				
19897	2849	-0.799	1522848589				
43942	4455	-0.365	1522782724				
29172	2731	0.302	1523654580				
21050	4431	-0.014	1523493672				
21300	3727	0.005	1523026775				
41103	2404	-0.123	1522565118				
14867	4647	0.684	1523516417				
22706	3322	-0.437	1522651470				
26411	4437	0.656	1522604928				
19685	2007	-0.603	1522749300				
33874	4645	-0.655	1523026343				
41814	3950	0.255	1523494734				
41712	4942	-0.995	1523683064				
40158	1756	0.954	1523497123				
45937	2739	-0.542	1523066169				
41712	1899	0.527	1522881016				
43063	4373	-0.589	1523481237				
33632	3046	0.404	1523521038				
16913	2647	-0.966	1523170556				
35799	3392	-0.604	1523388704				
42448	2161	0.978	1523634246				
41154	2442	-0.900	1522767377				
34941	3003	0.796	1523086671				
21400	4284	-0.058	1523364525				
41696	2737	0.372	1523362681				
37473	1023	-0.174	1523652660				
35583	3555	0.941	1523245175				
27410	2576	-0.405	1523450511				
45360	1576	-0.449	1522731487				
16616	1447	0.858	1523236960				
37089	2398	-0.594	1523523195				
47671	1978	0.400	1523021959				
35521	1629	-0.060	1523077895				
38233	1912	0.964	1523033187				
18647	1933	-0.833	1523533731				
24171	1129	0.805	1522826088				
25944	3421	-0.626	1522714408				
31609	2811	-0.795	1523475534				
15103	1891	0.789	1523008077				
15848	2069	-0.672	1523327571				
29324	4374	0.591	1522622532				
14107	4659	-0.135	1523583063				
41712	4227	0.067	1523333638				
12317	4938	-0.841	1523480496				
16955	3323	0.890	1523051272				
27207	4716	-0.307	1523255613				
18091	2135	-0.441	1523121686				
35200	2748	0.762	1522824779				
29912	3226	-0.661	1522999452				
15907	2974	0.285	1523284518				
32546	4894	-0.351	1523207188				
33874	2158	0.026	1522647816				
10320	3378	-0.510	1522644882				
27829	4709	0.861	1522669625				
45089	2870	-0.862	1523155804				
25328	2420	-0.837	1523331834				
41503	1652	0.790	1522842845				
15281	2246	-0.588	1523602014				
45460	4040	0.137	1523249724				
30007	1797	-0.049	1522935594				
20230	1740	0.466	1523591889				
15995	1737	-0.679	1523277495				
11783	3053	0.932	1523285082				
20230	3489	-0.618	1522622603				
39463	2090	-0.934	1523492382				
21003	2596	0.187	1523335992				
30196	1795	-0.189	1523134196				
17667	4670	0.777	1523330942				
40539	3803	-0.030	1523386221				
22127	2002	0.619	1522888170				
41712	3230	-0.298	1522569961				
17820	2622	0.283	1523052233				
25113	2389	-0.795	1522801307				
44150	2630	-0.011	1522632078				
12957	4582	0.811	1522692183				
27551	3490	-0.622	1522911288				
17480	1486	0.453	1523351655				
15427	1143	-0.490	1522974888				
27227	1586	0.750	1523580580				
16720	4923	-0.717	1522823282				
25453	2353	0.432	1523219807				
13649	1223	-0.206	1523263975				
27865	4524	-0.071	1523156269				
21577	3800	0.937	1523457789				
30795	1979	-0.898	1522959609				
45555	1027	0.314	1522563718				
33303	1783	-0.156	1522749261				
33874	2016	0.902	1523244084				
18246	1952	-0.536	1523551449				
20020	4547	0.859	1523425814				
11295	1576	-0.457	1523090207				
41208	2016	-0.039	1523577945				
30584	4890	0.885	1523298874				
42298	3421	-0.906	1523282799				
25781	3129	0.780	1523282365				
49929	2557	-0.373	1522929853				
41805	3760	0.983	1523150230				
38447	2016	-0.547	1522774682				
37223	1973	0.454	1522948020				
21489	2431	-0.153	1523705939				
18194	2433	-0.361	1523385754				
41712	3452	0.043	1523679129				
28033	4598	-0.422	1523576053				
47576	1673	0.311	1522617030				
41712	2016	-0.177	1522577446				
37465	2747	0.022	1523706130				
17717	1219	-0.729	1522804069				
41712	3775	0.003	1522705533				
24970	3244	-0.128	1522545764				
23088	4299	-0.098	1522816030				
17099	3449	0.182	1523566656				
17514	4833	-0.183	1523261262				
41899	1266	0.430	1523692935				
11497	3369	-0.414	1522745680				
35860	2087	0.929	1523441420				
16827	2518	-0.334	1523613423				
38307	3117	0.551	1522865326				
14918	2070	-0.801	1523085185				
43085	1159	-0.964	1522714840				
21390	2634	0.941	1523130975				
30539	1545	-0.591	1523189054				
47052	4538	0.675	1523525602				
13288	4821	-0.521	1523004135				
14721	2215	0.824	1522571117				
36662	3704	-0.896	1523491625				
28407	1241	0.884	1523185394				
45727	1742	-0.895	1523110650				
41687	4182	-0.400	1523594880				
38075	3011	0.087	1523702745				
32127	1898	-0.493	1522910519				
38631	3963	0.847	1522635652				
27969	2888	-0.963	1522693519				
40555	3040	0.339	1523696536				
27530	1480	-0.034	1522860444				
19914	1925	0.336	1522620760				
49371	1486	-0.281	1522722452				
41733	2016	-0.793	1522674906				
21685	3730	0.600	1523144504				
34649	3764	-0.439	1523034420				
16544	2358	0.625	1522594152				
22799	2764	-0.472	1523475352				
44484	1031	0.505	1523713094				
11406	1140	-0.725	1522663095				
19209	3155	0.599	1523301518				
27287	3852	-0.620	1523315686				
47441	2636	-0.616	1522746031				
17761	1871	0.964	1523669089				
21986	4093	-0.097	1523183835				
26727	2027	0.827	1522771790				
46846	4451	-0.733	1522771666				
29580	1892	0.664	1523457654				
37816	1296	-0.053	1523014408				
22996	2095	0.197	1522968888				
45585	2162	-0.856	1523694837				
12335	2363	-0.178	1523428945				
34286	3337	0.244	1522591914				
48826	2148	-0.904	1523410856				
39769	1879	0.593	1522868858				
24291	4406	-0.292	1522986630				
22870	2856	0.980	1523198406				
35768	4636	-0.601	1523658927				
30030	2417	0.872	1523507042				
14886	3557	-0.669	1523414085				
20404	1196	-0.866	1522823359				
39215	4023	0.501	1523004395				
23462	4601	-0.845	1523152250				
42947	4661	0.321	1522753155				
29913	2243	-0.458	1522600053				
35397	1235	0.197	1523691649				
45253	4012	-0.911	1523695316				
38953	2993	0.832	1523502801				
41865	2553	-0.615	1523658884				
46818	3109	-0.351	1523173980				
39993	3785	0.314	1522575665				
47015	1357	-0.712	1522708856				
27205	4928	0.680	1523185030				
39993	4817	-0.171	1523473863				
41350	4064	0.125	1522969401				
36322	3778	-0.351	1523164298				
44942	1348	0.885	1523193721				
48465	3748	-0.553	1523519122				
39993	1739	-0.662	1522663754				
32007	2463	0.201	1522721474				
